BASEPARTNUMBER,PLANTCODE,PROCESSLOCATION1,RCMID,PACKRANKNAME,PACKTYPECODE,CONTAINERQUANTITY,CONTAINERPERPALLET,PARTWEIGHT,TDPVERSION,PERPACKDUNNAGEPIECES,PACKLENGTH,PACKWIDTH,PACKHEIGHT,PACKEMPTYWEIGHT,CONTAINERSPERPALLET,QUANTITYPERCONTAINER,TOOLINGNUMBER,CELLDIMLENGTH,CELLDIMWIDTH,CELLDIMHEIGHT,OVERALLPACKLENGTH,OVERALLPACKWIDTH,OVERALLPACKHEIGHT,OVERALLPACKWEIGHT,PALLETWEIGHT,TRAILERSTACKING
84201TR3 H000M1,MAP,11048004,A1,C,A1,30,1,0.6300,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84201TVA A000M1,MAP,11048001,A5,C,A5,60,1,0.2650,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
84201TZ3 A000,MAP,06096804,B2005447,BR,B2,20,2,0.4400,1,2,44.62,23.62,7.25,17.1,2,20,,28,3,3,45.0000,48.0000,46.0000,309.2000,56.0000,2
84201TZ3 A100,MAP,06096804,B2005447,BR,B2,20,2,0.4400,1,2,44.62,23.62,7.25,17.1,2,20,,28,3,3,45.0000,48.0000,46.0000,309.2000,56.0000,2
84202TGV A000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,2
84202TGV A100M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,2
84202TGZ A000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,NULL
84202TGZAA000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,NULL
84205SNA A000M1,MAP,11048001,D1,C,D1,120,1,0.1700,1,0,23.75,11.12,7.25,5.8,8,120,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
84211TGV A000M1,MAP,11048001,A100000250,BR,A1,30,1,NULL,1,1,45,48,25,119,1,30,NULL,10.6,4.05,10.88,45.0000,48.0000,25.0000,128.4000,0.0000,4
84211TLA A000M1,MAP,12069001,B200000049,BR,B2,20,2,0.1900,1,1,44.62,23.62,7.25,17.1,2,20,NULL,44,23,4,45.0000,48.0000,46.0000,267.2000,56.0000,2
84211TR3 A000M1,MAP,11048004,A1,C,A1,30,1,0.5000,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84211TVA A000M1,MAP,11048004,A1,C,A1,30,1,0.4500,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84211TZ3 A000,MAP,06096804,A3002277,BR,A3,30,1,0.5000,1,1,48,45,34,145,1,30,,6,4,24,45.0000,48.0000,34.0000,155.0000,0.0000,3
84211TZ3 A100,MAP,06096804,A3002277,BR,A3,30,1,0.5000,1,1,48,45,34,145,1,30,,6,4,24,45.0000,48.0000,34.0000,155.0000,0.0000,3
84251T3R A000M1,MAP,11048004,A1,C,A1,30,1,0.7300,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84251T3R X000M1,MAP,11048004,A1,C,A1,30,1,0.7300,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84251TLA A000M1,MAP,12069001,B2005895,BR,B2,20,2,0.2600,1,2,44.62,23.62,7.25,17.1,2,20,,20,3.5,3.5,45.0000,48.0000,46.0000,309.2000,56.0000,2
84251TR3 A100M1,MAP,11048004,A1,C,A1,30,1,0.6300,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84251TR3 H000M1,MAP,11048004,A1,C,A1,30,1,0.6300,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84251TVA A000M1,MAP,11048001,A5,C,A5,60,1,0.2650,1,0,48,45,19.3,102,1,60,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
84251TZ3 A000,MAP,06096804,B2005447,BR,B2,20,2,0.4400,1,2,44.62,23.62,7.25,17.1,2,20,,28,3,3,45.0000,48.0000,46.0000,309.2000,56.0000,2
84251TZ3 A100,MAP,06096804,B2005447,BR,B2,20,2,0.4400,1,2,44.62,23.62,7.25,17.1,2,20,,28,3,3,45.0000,48.0000,46.0000,309.2000,56.0000,2
84252TGV A000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,2
84252TGV A100M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,2
84252TGZ A000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,NULL
84252TGZAA000M1,MAP,51014502,C200000264,BR,C2,30,4,0.2000,1,2,23.62,22.18,7.25,9.6,4,30,NULL,15.84,1.81,2.75,45.0000,48.0000,46.0000,334.4000,56.0000,NULL
84261TGV A000M1,MAP,11048001,A100000250,BR,A1,30,1,NULL,1,1,45,48,25,119,1,30,NULL,10.6,4.05,10.88,45.0000,48.0000,25.0000,128.4000,0.0000,4
84261TLA A000M1,MAP,12069001,B200000049,BR,B2,20,2,0.1900,1,1,44.62,23.62,7.25,17.1,2,20,NULL,44,23,4,45.0000,48.0000,46.0000,267.2000,56.0000,2
84261TR3 A000M1,MAP,11048004,A1,C,A1,30,1,0.5000,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84261TVA A000M1,MAP,11048004,A1,C,A1,30,1,0.4500,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,4
84261TZ3 A000,MAP,06096804,A3002277,BR,A3,30,1,0.5000,1,1,48,45,34,145,1,30,,6,4,24,45.0000,48.0000,34.0000,155.0000,0.0000,3
84261TZ3 A100,MAP,06096804,A3002277,BR,A3,30,1,0.5000,1,1,48,45,34,145,1,30,,6,4,24,45.0000,48.0000,34.0000,155.0000,0.0000,3
84400TLA A000M1,MAP,52150803,HR115619,AR,HR11S,30,1,4.4500,1,0,63,47,54,487,1,30,0,0,0,0,63.0000,47.0000,54.0000,487.0000,0.0000,2
84431TLA A000M1,MAP,11048001,L400000007,BR,L4,10,1,3.9200,1,1,64.5,48,34.6,218,1,10,NULL,61,44.5,26.9,64.5000,48.0000,34.6000,223.0000,0.0000,3
84433TLA A000M1,MAP,11048001,A1004606,BR,A1,60,1,0.5000,3,2,48,45,25,119,1,60,,7.25,13.25,9,45.0000,48.0000,25.0000,151.0000,0.0000,4
8443FTLA A000,MAP,11048001,A1001915,BR,A1,30,1,0.6200,1,2,48,45,25,119,1,30,,3.75,6,17.5,45.0000,48.0000,25.0000,159.0000,0.0000,4
84441TLA A000M1,MAP,11048001,C0005476,BR,C,30,4,0.1300,1,1,23.62,22.18,13.68,12.3,4,30,,0,0,0,45.0000,48.0000,45.5000,227.6000,56.0000,2
84441TLA A100M1,MAP,11048001,C0005476,BR,C,30,4,0.1500,1,1,23.62,22.18,13.68,12.3,4,30,,0,0,0,45.0000,48.0000,45.5000,227.6000,56.0000,2
84500T3R A000M1,MAP,12069001,HR405449,AR,HR4S,10,1,5.3000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.5000,54.0000,336.0000,0.0000,2
84500T3R A100M1,MAP,12069001,HR405449,AR,HR4S,10,1,5.3000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.5000,54.0000,336.0000,0.0000,2
84500T3R A200M1,MAP,12069001,HR405449,AR,HR4S,10,1,5.3000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.5000,54.0000,336.0000,0.0000,2
84500TGV A000M1,MAP,11048001,HR4S000084,AR,HR4S,10,1,0.0100,1,0,62.5,48,54,828.34,1,10,NULL,0,0,0,62.5000,48.0000,54.0000,828.3400,0.0000,4
84500TVA A000M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA A100M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA A200M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA A300M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA A400M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA A500M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA K000M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA K100M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA K200M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA Y000M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA Y100M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA Y200M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA Y300M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,2
84500TVA Y400M1,MAP,12069001,HR404790,AR,HR4S,10,1,5.8000,1,0,63,48,54,500,1,10,,0,0,0,63.0000,48.0000,54.0000,558.0000,0.0000,NULL
84500TZ3 A000M1,MAP,11048001,HR405197,AR,HR4S,10,1,6.8000,1,0,63,44,53,660,1,10,,0,0,0,63.0000,44.0000,53.0000,660.0000,0.0000,2
84500TZ3 A100M1,MAP,11048001,HR405197,AR,HR4S,10,1,6.8000,1,0,63,44,53,660,1,10,,0,0,0,63.0000,44.0000,53.0000,660.0000,0.0000,2
84500TZ4 H000M1,MAP,11048001,HR405197,AR,HR4S,10,1,6.8000,1,0,63,44,53,660,1,10,,0,0,0,63.0000,44.0000,53.0000,660.0000,0.0000,2
84501TGZ A000,MAP,11048001,C0005476,BR,C,30,4,0.2000,1,1,23.62,22.18,13.68,12.3,4,30,,0,0,0,45.0000,48.0000,45.5000,227.6000,56.0000,NULL
84501TGZAA000,MAP,11048001,C0005476,BR,C,30,4,0.2000,1,1,23.62,22.18,13.68,12.3,4,30,,0,0,0,45.0000,48.0000,45.5000,227.6000,56.0000,NULL
84501TVA A000M1,MAP,12069001,A300000003,BR,A3,30,1,0.4674,1,3,48,45,34,145,1,30,NULL,25,6.13,3.87,45.0000,48.0000,34.0000,155.1700,0.0000,3
84501TVA A100M1,MAP,12069001,A300000003,BR,A3,30,1,0.4674,1,3,48,45,34,145,1,30,NULL,25,6.13,3.87,45.0000,48.0000,34.0000,155.1700,0.0000,3
84510TGV A000M1,MAP,11048007,A5,C,A5,30,1,0.5200,1,0,48,45,19.3,102,1,30,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
84510TZ3 A000,MAP,58341703,L4,C,L4,30,1,3.5100,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84515TGV A000M1,MAP,11048001,C2,C,C2,180,4,0.0400,1,1,23.62,22.18,7.25,9.6,4,180,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84515TZ3 A000M1,MAP,11048001,C2,C,C2,180,4,0.0400,1,1,23.62,22.18,7.25,9.6,4,180,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84520TLA A000M1,MAP,01627012,HR5S000003,AR,HR5S,60,1,6.5000,1,0,70,48.5,54,500,1,60,NULL,0,0,0,70.0000,48.5000,54.0000,890.0000,0.0000,2
84520TZ4 H000M1,MAP,51126502,A3005136,BR,A3,30,1,7.8000,1,3,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,340.0000,0.0000,NULL
84521TGV A000M1,MAP,09020001,L4,C,L4,20,1,2.9700,1,0,64.5,48,34.6,218,1,20,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84521TVA A000,MAP,09020001,L4,C,L4,60,1,3.2200,1,0,64.5,48,34.6,218,1,60,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84521TVJ Y000,MAP,09020001,L4,C,L4,15,1,5.1600,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84521TX6 A000,MAP,09020001,A3,C,A3,60,1,3.0000,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84521TZ3 A000,MAP,09020001,L4,C,L4,60,1,NULL,1,0,64.5,48,34.6,218,1,60,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84521TZ3 A100M1,MAP,03048024,A3005339,BR,A3,20,1,5.2800,1,1,48,45,34,145,1,20,,32,1,25,45.0000,48.0000,34.0000,155.0000,0.0000,NULL
84523TLA A000M1,MAP,09020001,A5,C,A5,120,1,0.9700,1,0,48,45,19.3,102,1,120,,0,0,0,45.0000,48.0000,19.3000,102.0000,0.0000,5
84525TVJ Y000,MAP,51565505,L4,C,L4,15,1,0.9083,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84530TVA A000,MAP,51565505,L4,C,L4,10,1,1.8400,1,0,64.5,48,34.6,218,1,10,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84540T3R A200,MAP,03319802,L4,C,L4,30,1,5.5200,1,0,64.5,48,34.6,218,1,10,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TGV A000,MAP,03319802,L4,C,L4,6,1,2.4000,1,0,64.5,48,34.6,218,1,6,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TGV A100,MAP,03319802,L4,C,L4,15,1,2.4000,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TGV K100,MAP,03319802,L4,C,L4,15,1,2.4000,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TVA A000,MAP,51565505,L4,C,L4,15,1,7.1300,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TVA A100,MAP,51565505,L4,C,L4,15,1,7.1300,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TVA K000,MAP,51565505,L4,C,L4,15,1,7.1300,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TVA K100,MAP,51565505,L4,C,L4,15,1,7.1300,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84540TX8 A100,MAP,03319802,L4,C,L4,10,1,2.0300,1,0,64.5,48,34.6,218,1,10,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84540TZ3 A000,MAP,03319802,L4,C,L4,6,1,9.5800,1,0,64.5,48,34.6,218,1,6,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84551TVA A000M1,MAP,12069001,A300000003,BR,A3,30,1,0.4674,1,3,48,45,34,145,1,30,NULL,25,6.13,3.87,45.0000,48.0000,34.0000,155.1700,0.0000,3
84551TVA A100M1,MAP,12069001,A300000003,BR,A3,30,1,0.4674,1,3,48,45,34,145,1,30,NULL,25,6.13,3.87,45.0000,48.0000,34.0000,155.1700,0.0000,3
84575TVJ Y000,MAP,51565505,L4,C,L4,15,1,0.9110,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84601TGV A000M1,MAP,11048007,SR005343,AC,SR,12,1,2.9700,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,3
84601TGV A200M1,MAP,11048007,SR005343,AC,SR,12,1,2.9700,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84601TGZ A100M1,MAP,11048007,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84601TGZAA100M1,MAP,11048007,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84601TV9 A200M2,MAP,11048007,L4,C,L4,30,1,1.6000,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84601TVA A000M1,MAP,11048007,L4,C,L4,15,1,1.9900,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84601TZ3 A000M1,MAP,11048007,SR005343,AC,SR,10,1,2.9700,1,0,90,49,36,542,1,10,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84610TLA A000M1,MAP,11048001,SR00000211,AR,SR,12,1,5.2700,1,0,63,47,65.75,595,1,12,NULL,0,0,0,63.0000,47.0000,65.7500,595.0000,0.0000,1
84614TLA A000M1,MAP,16140001,XX,D,XX,120,1,0.1200,1,0,16.5,11,8.31,0.03,1,120,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
84620TZ3 A000M1,MAP,11048007,L4,C,L4,30,1,3.1000,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84620TZ7 A000M1,MAP,11048007,L4,C,L4,30,1,3.1000,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84625TZ3 A000XA,MAP,12069001,HR505201,AC,HR5S,20,1,5.9000,1,0,70,49,51,500,1,20,,0,0,0,70.0000,48.5000,0.0000,500.0000,0.0000,2
84626TZ3 A00027,MAP,12069001,A1005307,BR,A1,30,1,1.0000,1,1,48,45,25,119,1,30,,24,4,8,45.0000,48.0000,25.0000,127.0000,0.0000,4
84630TGV A000M1,MAP,11048007,A3,C,A3,60,1,1.3000,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84630TGV Y000M1,MAP,11048007,A3,C,A3,60,1,1.3000,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84630TVA A000M1,MAP,58341708,L4,C,L4,30,1,1.6100,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84630TVA C000M1,MAP,58341708,L4,C,L4,30,1,1.6100,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84630TVA F000M1,MAP,58341708,L4,C,L4,30,1,1.6100,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84630TVA Y000M1,MAP,58341708,L4,C,L4,30,1,1.6100,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84630TX6 A000M2,MAP,11048007,A1,C,A1,30,1,1.5000,1,10,48,45,25,119,1,30,,0,0,0,45.0000,48.0000,25.0000,119.1000,0.0000,NULL
84630TZ3 A000,MAP,58341703,A3,C,A3,60,1,0.9800,1,0,48,45,34,145,1,60,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84632TGV A000M1,MAP,06096804,C000000194,BR,C,10,4,0.3584,1,2,23.62,22.18,13.68,12.3,4,10,NULL,9.5,2.2,5.9,45.0000,48.0000,45.5000,232.4000,56.0000,2
84632TZ3 A000M1,MAP,12069001,C,BE,C,20,4,0.3700,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
84640TGV A000M1,MAP,11048001,A3,C,A3,30,1,1.6000,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84640TLA A000M1,MAP,11048001,A3005647,BR,A3,30,1,1.1900,1,5,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,225.0000,0.0000,3
84640TV9 A200XA,MAP,11048004,A300N256,BR,A3,30,1,1.5600,1,5,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,155.0000,0.0000,3
84640TVA A000XA,MAP,11048001,HR404820,AC,HR4S,30,1,1.4000,1,0,63,49,52,505,1,30,,0,0,0,63.0000,49.0000,53.0000,505.0000,0.0000,2
84640TZ3 A000XA,MAP,11048001,A3,C,A3,30,1,1.9800,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84640TZ3 A100XA,MAP,11048001,A3,C,A3,30,1,1.9800,1,0,48,45,34,145,1,30,,0,0,0,45.0000,48.0000,34.0000,145.0000,0.0000,3
84641TVA A000M1,MAP,11048001,C2,C,C2,240,4,0.0270,1,1,23.62,22.18,7.25,9.6,4,240,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84641TX6 A000M1,MAP,11048001,C2,C,C2,120,4,0.1200,1,1,23.62,22.18,7.25,9.6,4,120,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84641TZ3 A000,MAP,11048001,C2,C,C2,240,4,0.0200,1,1,23.62,22.18,7.25,9.6,4,240,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84645TGV A000M1,MAP,11048001,C2,C,C2,120,4,0.0300,1,1,23.62,22.18,7.25,9.6,4,120,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
84651TGV A000M1,MAP,11048007,SR005343,AC,SR,12,1,2.9700,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,3
84651TGV A200M1,MAP,11048007,SR005343,AC,SR,12,1,2.9700,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84651TGV X000M1,MAP,11048007,SR005343,AC,SR,12,1,2.9700,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,3
84651TGZ A100M1,MAP,11048007,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84651TGZ X100M1,MAP,11048001,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84651TGZAA100M1,MAP,11048007,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84651TGZAX100M1,MAP,11048007,SR005343,AC,SR,12,1,2.9000,1,0,90,49,36,542,1,12,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84651TV9 A200M2,MAP,11048007,L4,C,L4,30,1,NULL,1,0,64.5,48,34.6,218,1,30,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,NULL
84651TVA A000M1,MAP,11048007,L4,C,L4,15,1,1.9900,1,0,64.5,48,34.6,218,1,15,1,0,0,0,64.5000,48.0000,34.6000,218.0000,0.0000,3
84651TZ3 A000M1,MAP,11048007,SR005343,AC,SR,10,1,2.9700,1,0,90,49,36,542,1,10,,0,0,0,90.0000,49.0000,36.0000,542.0000,0.0000,NULL
84660TLA A000M1,MAP,11048001,SR00000212,AR,SR,12,1,5.2700,1,0,63,47,65.75,595,1,12,NULL,0,0,0,63.0000,47.0000,65.7500,595.0000,0.0000,1
84662T2A A000M1,MAP,09049010,XX,D,XX,700,1,NULL,1,0,24,11,12,15,1,700,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,NULL
84662TLA A000M1,MAP,16140001,XX,D,XX,200,1,0.0300,1,0,16.5,11,8.31,1,1,200,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
84682TGV A000M1,MAP,06096804,C000000194,BR,C,10,4,0.3589,1,2,23.62,22.18,13.68,12.3,4,10,NULL,9.5,2.2,5.9,45.0000,48.0000,45.5000,232.4000,56.0000,2
84682TZ3 A000M1,MAP,12069001,C,BE,C,20,4,0.3700,1,0,23.62,22.18,13.68,12.3,4,20,60,0,0,0,45.0000,48.0000,45.5000,203.6000,56.0000,2
85268SA0 0000,MAP,20133010,XX,D,XX,40000,1,NULL,1,0,23,11,10,1.5,1,40000,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
88217T6G 0030,MAP,05051001,XX,D,XX,500,1,0.0320,1,0,19,10,12,1,1,500,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
88217TK8 A000M1,MAP,09049010,XX,D,XX,500,32,0.0300,1,0,24,11,12,15,1,500,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
88217TR0 A000M1,MAP,09049010,XX,D,XX,500,1,0.0400,1,0,24,11,12,0.1,1,500,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
89000T0G A000,MAP,15046001,D1,C,D1,15,8,1.7100,1,0,23.75,11.12,7.25,5.8,8,15,120,0,0,0,45.0000,48.0000,32.5000,241.6000,56.0000,3
89310S3V A000M1,MAP,19303002,A3004808,BR,A3,60,1,5.6000,1,4,48,45,34,145,1,60,,6.25,4.25,14.75,45.0000,48.0000,34.0000,185.0000,0.0000,3
89310SHJ A000M1,MAP,19303002,A3004808,BR,A3,60,1,4.6300,1,4,48,45,34,145,1,60,,6.25,4.25,14.75,45.0000,48.0000,34.0000,185.0000,0.0000,NULL
89332TGV A000,MAP,21042006,C2,C,C2,30,4,0.6800,1,1,23.62,22.18,7.25,9.6,4,30,,0,0,0,45.0000,48.0000,46.0000,286.6400,56.0000,2
900015J6 A000,MAP,20375001,XX,D,XX,900,1,0.0336,1,0,9,9,6,0.54,1,900,,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1
